BGL02_ARATH	Glycosyl hydrolase 1
BGL03_ARATH	Glycosyl hydrolase 1
BGL04_ARATH	Glycosyl hydrolase 1
BGL01_ARATH	Glycosyl hydrolase 1
BGL01_ORYSJ	Glycosyl hydrolase 1
BGL04_ORYSJ	Glycosyl hydrolase 1
BGL02_ORYSJ	Glycosyl hydrolase 1
BGL05_ORYSJ	Glycosyl hydrolase 1
BGL06_ARATH	Glycosyl hydrolase 1
BGL06_ORYSJ	Glycosyl hydrolase 1
BGL05_ARATH	Glycosyl hydrolase 1
BGL07_ARATH	Glycosyl hydrolase 1
BGL03_ORYSJ	Glycosyl hydrolase 1
BGL07_ORYSJ	Glycosyl hydrolase 1
BGL08_ARATH	Glycosyl hydrolase 1
BGL09_ARATH	Glycosyl hydrolase 1
BGL10_ARATH	Glycosyl hydrolase 1
BGL08_ORYSJ	Glycosyl hydrolase 1
BGL09_ORYSJ	Glycosyl hydrolase 1
BGL11_ARATH	Glycosyl hydrolase 1
BGL12_ORYSJ	Glycosyl hydrolase 1
BGL12_ARATH	Glycosyl hydrolase 1
BGL11_ORYSJ	Glycosyl hydrolase 1
BGL13_ARATH	Glycosyl hydrolase 1
BGL10_ORYSJ	Glycosyl hydrolase 1
BGL14_ARATH	Glycosyl hydrolase 1
BGL13_ORYSJ	Glycosyl hydrolase 1
BGL15_ORYSJ	Glycosyl hydrolase 1
BGL16_ARATH	Glycosyl hydrolase 1
BGL17_ORYSJ	Glycosyl hydrolase 1
BGL15_ARATH	Glycosyl hydrolase 1
BGL16_ORYSJ	Glycosyl hydrolase 1
BGL19_ARATH	Glycosyl hydrolase 1
BGL17_ARATH	Glycosyl hydrolase 1
BGL18_ORYSJ	Glycosyl hydrolase 1
BGL1A_PHACH	Glycosyl hydrolase 1
BGL19_ORYSJ	Glycosyl hydrolase 1
BGL1B_PHACH	Glycosyl hydrolase 1
BGL20_ARATH	Glycosyl hydrolase 1
BGL20_ORYSJ	Glycosyl hydrolase 1
BGL21_ARATH	Glycosyl hydrolase 1
BGL21_ORYSJ	Glycosyl hydrolase 1
BGL22_ARATH	Glycosyl hydrolase 1
BGL22_ORYSJ	Glycosyl hydrolase 1
BGL23_ARATH	Glycosyl hydrolase 1
BGL23_ORYSJ	Glycosyl hydrolase 1
BGL24_ARATH	Glycosyl hydrolase 1
BGL25_ORYSJ	Glycosyl hydrolase 1
BGL26_ORYSJ	Glycosyl hydrolase 1
BGL24_ORYSJ	Glycosyl hydrolase 1
BGL26_ARATH	Glycosyl hydrolase 1
BGL27_ORYSJ	Glycosyl hydrolase 1
BGL27_ARATH	Glycosyl hydrolase 1
BGL28_ARATH	Glycosyl hydrolase 1
BGL29_ARATH	Glycosyl hydrolase 1
BGL29_ORYSJ	Glycosyl hydrolase 1
BGL28_ORYSJ	Glycosyl hydrolase 1
BGL30_ARATH	Glycosyl hydrolase 1
BGL31_ARATH	Glycosyl hydrolase 1
BGL31_ORYSJ	Glycosyl hydrolase 1
BGL32_ORYSJ	Glycosyl hydrolase 1
BGL30_ORYSJ	Glycosyl hydrolase 1
BGL33_ARATH	Glycosyl hydrolase 1
BGL32_ARATH	Glycosyl hydrolase 1
BGL34_ARATH	Glycosyl hydrolase 1
BGL34_ORYSJ	Glycosyl hydrolase 1
BGL35_ARATH	Glycosyl hydrolase 1
BGL35_ORYSJ	Glycosyl hydrolase 1
BGL38_ARATH	Glycosyl hydrolase 1
BGL38_ORYSJ	Glycosyl hydrolase 1
BGL40_ARATH	Glycosyl hydrolase 1
BGL41_ARATH	Glycosyl hydrolase 1
BGL43_ARATH	Glycosyl hydrolase 1
BGL42_ARATH	Glycosyl hydrolase 1
BGL44_ARATH	Glycosyl hydrolase 1
BGL46_ARATH	Glycosyl hydrolase 1
BGL47_ARATH	Glycosyl hydrolase 1
BGL45_ARATH	Glycosyl hydrolase 1
BGLA_BACCI	Glycosyl hydrolase 1
BGLA_CLOTH	Glycosyl hydrolase 1
BGLA_PAEPO	Glycosyl hydrolase 1
BGLA_ENTAG	Glycosyl hydrolase 1
BGLA_THEMA	Glycosyl hydrolase 1
BGLA_THENE	Glycosyl hydrolase 1
BGLA_THENN	Glycosyl hydrolase 1
BGLB_PAEPO	Glycosyl hydrolase 1
BGLB_THEBI	Glycosyl hydrolase 1
BGLC_OLEEU	Glycosyl hydrolase 1
BGLFU_BIFBR	Glycosyl hydrolase 1
BGLS_AGRSA	Glycosyl hydrolase 1
BGLS_CALSA	Glycosyl hydrolase 1
BGLS_TRIRP	Glycosyl hydrolase 1
BGLT_TRIRP	Glycosyl hydrolase 1
HGGL_SECCE	Glycosyl hydrolase 1
HGGL2_MAIZE	Glycosyl hydrolase 1
HGGL1_MAIZE	Glycosyl hydrolase 1
HGL1C_WHEAT	Glycosyl hydrolase 1
HGL1D_WHEAT	Glycosyl hydrolase 1
HGL1A_WHEAT	Glycosyl hydrolase 1
HGL1B_WHEAT	Glycosyl hydrolase 1
GBA3_HUMAN	Glycosyl hydrolase 1
GBA3_CAVPO	Glycosyl hydrolase 1
GBA3_PONAB	Glycosyl hydrolase 1
BTGE_ASPFC	Glycosyl hydrolase 17
BTGE_ASPFN	Glycosyl hydrolase 17
BTGE_ASPOR	Glycosyl hydrolase 17
BTGE_ASPFU	Glycosyl hydrolase 17
BTGE_ASPCL	Glycosyl hydrolase 17
BTGE_ASPTN	Glycosyl hydrolase 17
BTGE_NEOFI	Glycosyl hydrolase 17
BTGE_EMENI	Glycosyl hydrolase 17
BGH3B_BACO1	Glycosyl hydrolase 3
BGH3A_BACO1	Glycosyl hydrolase 3
BGL1_ASPAC	Glycosyl hydrolase 3
BGL1_SACFI	Glycosyl hydrolase 3
BGL2_SACFI	Glycosyl hydrolase 3
BGL3_ASPWE	Glycosyl hydrolase 3
BGLA_ASPCL	Glycosyl hydrolase 3
BGLA_ASPFC	Glycosyl hydrolase 3
BGLA_ASPKW	Glycosyl hydrolase 3
BGLA_ASPFN	Glycosyl hydrolase 3
BGLA_ASPNC	Glycosyl hydrolase 3
BGLA_ASPOR	Glycosyl hydrolase 3
BGLA_ASPTE	Glycosyl hydrolase 3
BGLA_ASPFU	Glycosyl hydrolase 3
BGLA_ASPTN	Glycosyl hydrolase 3
BGLA_EMENI	Glycosyl hydrolase 3
BGLA_NEOFI	Glycosyl hydrolase 3
BGLB_CLOTH	Glycosyl hydrolase 3
BGLB_EMENI	Glycosyl hydrolase 3
BGLC_ASPFN	Glycosyl hydrolase 3
BGLC_ASPOR	Glycosyl hydrolase 3
BGLC_EMENI	Glycosyl hydrolase 3
BGLD_ASPOR	Glycosyl hydrolase 3
BGLD_ASPNC	Glycosyl hydrolase 3
BGLD_EMENI	Glycosyl hydrolase 3
BGLE_ASPCL	Glycosyl hydrolase 3
BGLE_ASPFC	Glycosyl hydrolase 3
BGLD_ASPFN	Glycosyl hydrolase 3
BGLE_ASPOR	Glycosyl hydrolase 3
BGLE_ASPFU	Glycosyl hydrolase 3
BGLE_NEOFI	Glycosyl hydrolase 3
BGLF_ASPFC	Glycosyl hydrolase 3
BGLF_ASPFN	Glycosyl hydrolase 3
BGLF_ASPFU	Glycosyl hydrolase 3
BGLF_ASPOR	Glycosyl hydrolase 3
BGLE_EMENI	Glycosyl hydrolase 3
BGLF_ASPTN	Glycosyl hydrolase 3
BGLF_NEOFI	Glycosyl hydrolase 3
BGLG_ASPOR	Glycosyl hydrolase 3
BGLG_ASPTN	Glycosyl hydrolase 3
BGLF_EMENI	Glycosyl hydrolase 3
BGLG_ASPFN	Glycosyl hydrolase 3
BGLG_NEOFI	Glycosyl hydrolase 3
BGLG_EMENI	Glycosyl hydrolase 3
BGLH_ASPFC	Glycosyl hydrolase 3
BGLH_ASPFU	Glycosyl hydrolase 3
BGLH_ASPCL	Glycosyl hydrolase 3
BGLH_ASPOR	Glycosyl hydrolase 3
BGLH_ASPFN	Glycosyl hydrolase 3
BGLH_EMENI	Glycosyl hydrolase 3
BGLH_NEOFI	Glycosyl hydrolase 3
BGLI_ASPCL	Glycosyl hydrolase 3
BGLI_ASPFC	Glycosyl hydrolase 3
BGLI_ASPFN	Glycosyl hydrolase 3
BGLI_ASPNC	Glycosyl hydrolase 3
BGLI_ASPFU	Glycosyl hydrolase 3
BGLI_ASPTN	Glycosyl hydrolase 3
BGLI_ASPOR	Glycosyl hydrolase 3
BGLJ_ASPFU	Glycosyl hydrolase 3
BGLJ_ASPFC	Glycosyl hydrolase 3
BGLJ_EMENI	Glycosyl hydrolase 3
BGLI_NEOFI	Glycosyl hydrolase 3
BGLI_EMENI	Glycosyl hydrolase 3
BGLJ_NEOFI	Glycosyl hydrolase 3
BGLK_ASPFC	Glycosyl hydrolase 3
BGLK_ASPFU	Glycosyl hydrolase 3
BGLK_EMENI	Glycosyl hydrolase 3
BGLL_ASPTN	Glycosyl hydrolase 3
BGLL_ASPFU	Glycosyl hydrolase 3
BGLL_EMENI	Glycosyl hydrolase 3
BGLM_ASPFC	Glycosyl hydrolase 3
BGLL_ASPFC	Glycosyl hydrolase 3
BGLL_NEOFI	Glycosyl hydrolase 3
BGLM_ASPNC	Glycosyl hydrolase 3
BGLM_ASPFU	Glycosyl hydrolase 3
BGLM_ASPFN	Glycosyl hydrolase 3
BGLM_ASPTN	Glycosyl hydrolase 3
BGLM_ASPOR	Glycosyl hydrolase 3
BGLM_EMENI	Glycosyl hydrolase 3
BGLM_NEOFI	Glycosyl hydrolase 3
BGLN_EMENI	Glycosyl hydrolase 3
BGLO_EMENI	Glycosyl hydrolase 3
BGLS_BUTFI	Glycosyl hydrolase 3
BGLS_RHIRD	Glycosyl hydrolase 3
BGLS_KLUMA	Glycosyl hydrolase 3
BGLS_RUMAL	Glycosyl hydrolase 3
BGLS_SCHCO	Glycosyl hydrolase 3
BGLS_SCHPO	Glycosyl hydrolase 3
BGLS_WICAO	Glycosyl hydrolase 3
